"","sample","unique_ID","reads","Method","Island","Year","ID","Date.Collected","dada2_sample","unoise_sample","Size","Extract..Date","Sterilized","Source"
"26","HEV11","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV11_S38","HEV11",17.6,"3/14/18","SS","LAB"
"27","HEV11","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV11_S38","HEV11",17.6,"3/14/18","SS","LAB"
"28","HEV11","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV11_S38","HEV11",17.6,"3/14/18","SS","LAB"
"29","HEV11","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV11_S38","HEV11",17.6,"3/14/18","SS","LAB"
"30","HEV11","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV11_S38","HEV11",17.6,"3/14/18","SS","LAB"
"31","HEV11","Oxya",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV11_S38","HEV11",17.6,"3/14/18","SS","LAB"
"32","HEV11","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV11_S38","HEV11",17.6,"3/14/18","SS","LAB"
"33","HEV11","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV11_S38","HEV11",17.6,"3/14/18","SS","LAB"
"34","HEV11","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV11_S38","HEV11",17.6,"3/14/18","SS","LAB"
"35","HEV11","Pycnoscelus surinamensis",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV11_S38","HEV11",17.6,"3/14/18","SS","LAB"
"36","HEV11","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV11_S38","HEV11",17.6,"3/14/18","SS","LAB"
"37","HEV12","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV12_S44","HEV12",17.8,"3/14/18","SS","LAB"
"38","HEV12","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV12_S44","HEV12",17.8,"3/14/18","SS","LAB"
"39","HEV12","Conoderus pallipes",432,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV12_S44","HEV12",17.8,"3/14/18","SS","LAB"
"40","HEV12","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV12_S44","HEV12",17.8,"3/14/18","SS","LAB"
"41","HEV12","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV12_S44","HEV12",17.8,"3/14/18","SS","LAB"
"42","HEV12","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV12_S44","HEV12",17.8,"3/14/18","SS","LAB"
"43","HEV12","Oxya",88,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV12_S44","HEV12",17.8,"3/14/18","SS","LAB"
"44","HEV12","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV12_S44","HEV12",17.8,"3/14/18","SS","LAB"
"45","HEV12","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV12_S44","HEV12",17.8,"3/14/18","SS","LAB"
"46","HEV12","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV12_S44","HEV12",17.8,"3/14/18","SS","LAB"
"47","HEV12","Pycnoscelus surinamensis",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV12_S44","HEV12",17.8,"3/14/18","SS","LAB"
"48","HEV12","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV12_S44","HEV12",17.8,"3/14/18","SS","LAB"
"49","HEV13","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","7/29/17","HEV13_S49","HEV13",18.6,"3/14/18","SS","LAB"
"50","HEV13","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","7/29/17","HEV13_S49","HEV13",18.6,"3/14/18","SS","LAB"
"51","HEV13","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","7/29/17","HEV13_S49","HEV13",18.6,"3/14/18","SS","LAB"
"52","HEV13","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","7/29/17","HEV13_S49","HEV13",18.6,"3/14/18","SS","LAB"
"53","HEV13","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","7/29/17","HEV13_S49","HEV13",18.6,"3/14/18","SS","LAB"
"54","HEV13","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","7/29/17","HEV13_S49","HEV13",18.6,"3/14/18","SS","LAB"
"55","HEV13","Oxya",2,"Hand","Cooper",2017,"Heteropoda venatoria","7/29/17","HEV13_S49","HEV13",18.6,"3/14/18","SS","LAB"
"56","HEV13","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","7/29/17","HEV13_S49","HEV13",18.6,"3/14/18","SS","LAB"
"57","HEV13","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","7/29/17","HEV13_S49","HEV13",18.6,"3/14/18","SS","LAB"
"58","HEV13","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","7/29/17","HEV13_S49","HEV13",18.6,"3/14/18","SS","LAB"
"59","HEV13","Pycnoscelus surinamensis",0,"Hand","Cooper",2017,"Heteropoda venatoria","7/29/17","HEV13_S49","HEV13",18.6,"3/14/18","SS","LAB"
"60","HEV13","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","7/29/17","HEV13_S49","HEV13",18.6,"3/14/18","SS","LAB"
"61","HEV14","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV14_S50","HEV14",18.8,"3/14/18","SS","LAB"
"62","HEV14","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV14_S50","HEV14",18.8,"3/14/18","SS","LAB"
"63","HEV14","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV14_S50","HEV14",18.8,"3/14/18","SS","LAB"
"64","HEV14","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV14_S50","HEV14",18.8,"3/14/18","SS","LAB"
"65","HEV14","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV14_S50","HEV14",18.8,"3/14/18","SS","LAB"
"66","HEV14","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV14_S50","HEV14",18.8,"3/14/18","SS","LAB"
"67","HEV14","Oxya",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV14_S50","HEV14",18.8,"3/14/18","SS","LAB"
"68","HEV14","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV14_S50","HEV14",18.8,"3/14/18","SS","LAB"
"69","HEV14","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV14_S50","HEV14",18.8,"3/14/18","SS","LAB"
"70","HEV14","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV14_S50","HEV14",18.8,"3/14/18","SS","LAB"
"71","HEV14","Pycnoscelus surinamensis",30,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV14_S50","HEV14",18.8,"3/14/18","SS","LAB"
"72","HEV14","Scholastes lonchifer",915,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV14_S50","HEV14",18.8,"3/14/18","SS","LAB"
"73","HEV15","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV15_S51","HEV15",20.2,"3/14/18","NS","LAB"
"74","HEV15","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV15_S51","HEV15",20.2,"3/14/18","NS","LAB"
"75","HEV15","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV15_S51","HEV15",20.2,"3/14/18","NS","LAB"
"76","HEV15","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV15_S51","HEV15",20.2,"3/14/18","NS","LAB"
"77","HEV15","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV15_S51","HEV15",20.2,"3/14/18","NS","LAB"
"78","HEV15","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV15_S51","HEV15",20.2,"3/14/18","NS","LAB"
"79","HEV15","Oxya",385,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV15_S51","HEV15",20.2,"3/14/18","NS","LAB"
"80","HEV15","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV15_S51","HEV15",20.2,"3/14/18","NS","LAB"
"81","HEV15","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV15_S51","HEV15",20.2,"3/14/18","NS","LAB"
"82","HEV15","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV15_S51","HEV15",20.2,"3/14/18","NS","LAB"
"83","HEV15","Pycnoscelus surinamensis",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV15_S51","HEV15",20.2,"3/14/18","NS","LAB"
"84","HEV15","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV15_S51","HEV15",20.2,"3/14/18","NS","LAB"
"85","HEV16","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV16_S45","HEV16",20.9,"3/14/18","SS","LAB"
"86","HEV16","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV16_S45","HEV16",20.9,"3/14/18","SS","LAB"
"87","HEV16","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV16_S45","HEV16",20.9,"3/14/18","SS","LAB"
"88","HEV16","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV16_S45","HEV16",20.9,"3/14/18","SS","LAB"
"89","HEV16","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV16_S45","HEV16",20.9,"3/14/18","SS","LAB"
"90","HEV16","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV16_S45","HEV16",20.9,"3/14/18","SS","LAB"
"91","HEV16","Oxya",1,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV16_S45","HEV16",20.9,"3/14/18","SS","LAB"
"92","HEV16","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV16_S45","HEV16",20.9,"3/14/18","SS","LAB"
"93","HEV16","Pycnoscelus",1,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV16_S45","HEV16",20.9,"3/14/18","SS","LAB"
"94","HEV16","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV16_S45","HEV16",20.9,"3/14/18","SS","LAB"
"95","HEV16","Pycnoscelus surinamensis",44,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV16_S45","HEV16",20.9,"3/14/18","SS","LAB"
"96","HEV16","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV16_S45","HEV16",20.9,"3/14/18","SS","LAB"
"97","HEV17","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV17_S39","HEV17",21,"3/14/18","NS","LAB"
"98","HEV17","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV17_S39","HEV17",21,"3/14/18","NS","LAB"
"99","HEV17","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV17_S39","HEV17",21,"3/14/18","NS","LAB"
"100","HEV17","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV17_S39","HEV17",21,"3/14/18","NS","LAB"
"101","HEV17","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV17_S39","HEV17",21,"3/14/18","NS","LAB"
"102","HEV17","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV17_S39","HEV17",21,"3/14/18","NS","LAB"
"103","HEV17","Oxya",42,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV17_S39","HEV17",21,"3/14/18","NS","LAB"
"104","HEV17","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV17_S39","HEV17",21,"3/14/18","NS","LAB"
"105","HEV17","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV17_S39","HEV17",21,"3/14/18","NS","LAB"
"106","HEV17","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV17_S39","HEV17",21,"3/14/18","NS","LAB"
"107","HEV17","Pycnoscelus surinamensis",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV17_S39","HEV17",21,"3/14/18","NS","LAB"
"108","HEV17","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV17_S39","HEV17",21,"3/14/18","NS","LAB"
"109","HEV18","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV18_S46","HEV18",21.1,"3/14/18","NS","LAB"
"110","HEV18","Blattodea",152,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV18_S46","HEV18",21.1,"3/14/18","NS","LAB"
"111","HEV18","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV18_S46","HEV18",21.1,"3/14/18","NS","LAB"
"112","HEV18","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV18_S46","HEV18",21.1,"3/14/18","NS","LAB"
"113","HEV18","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV18_S46","HEV18",21.1,"3/14/18","NS","LAB"
"114","HEV18","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV18_S46","HEV18",21.1,"3/14/18","NS","LAB"
"115","HEV18","Oxya",54,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV18_S46","HEV18",21.1,"3/14/18","NS","LAB"
"116","HEV18","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV18_S46","HEV18",21.1,"3/14/18","NS","LAB"
"117","HEV18","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV18_S46","HEV18",21.1,"3/14/18","NS","LAB"
"118","HEV18","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV18_S46","HEV18",21.1,"3/14/18","NS","LAB"
"119","HEV18","Pycnoscelus surinamensis",98,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV18_S46","HEV18",21.1,"3/14/18","NS","LAB"
"120","HEV18","Scholastes lonchifer",70,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV18_S46","HEV18",21.1,"3/14/18","NS","LAB"
"121","HEV20","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV20_S27","HEV20",21.4,"3/14/18","NS","LAB"
"122","HEV20","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV20_S27","HEV20",21.4,"3/14/18","NS","LAB"
"123","HEV20","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV20_S27","HEV20",21.4,"3/14/18","NS","LAB"
"124","HEV20","Diploptera punctata",187,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV20_S27","HEV20",21.4,"3/14/18","NS","LAB"
"125","HEV20","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV20_S27","HEV20",21.4,"3/14/18","NS","LAB"
"126","HEV20","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV20_S27","HEV20",21.4,"3/14/18","NS","LAB"
"127","HEV20","Oxya",38,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV20_S27","HEV20",21.4,"3/14/18","NS","LAB"
"128","HEV20","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV20_S27","HEV20",21.4,"3/14/18","NS","LAB"
"129","HEV20","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV20_S27","HEV20",21.4,"3/14/18","NS","LAB"
"130","HEV20","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV20_S27","HEV20",21.4,"3/14/18","NS","LAB"
"131","HEV20","Pycnoscelus surinamensis",193,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV20_S27","HEV20",21.4,"3/14/18","NS","LAB"
"132","HEV20","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV20_S27","HEV20",21.4,"3/14/18","NS","LAB"
"133","HEV21","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV21_S52","HEV21",22.1,"3/14/18","NS","LAB"
"134","HEV21","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV21_S52","HEV21",22.1,"3/14/18","NS","LAB"
"135","HEV21","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV21_S52","HEV21",22.1,"3/14/18","NS","LAB"
"136","HEV21","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV21_S52","HEV21",22.1,"3/14/18","NS","LAB"
"137","HEV21","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV21_S52","HEV21",22.1,"3/14/18","NS","LAB"
"138","HEV21","Lepidodactylus lugubris",185,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV21_S52","HEV21",22.1,"3/14/18","NS","LAB"
"139","HEV21","Oxya",702,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV21_S52","HEV21",22.1,"3/14/18","NS","LAB"
"140","HEV21","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV21_S52","HEV21",22.1,"3/14/18","NS","LAB"
"141","HEV21","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV21_S52","HEV21",22.1,"3/14/18","NS","LAB"
"142","HEV21","Pycnoscelus indicus",16,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV21_S52","HEV21",22.1,"3/14/18","NS","LAB"
"143","HEV21","Pycnoscelus surinamensis",99,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV21_S52","HEV21",22.1,"3/14/18","NS","LAB"
"144","HEV21","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/19/17","HEV21_S52","HEV21",22.1,"3/14/18","NS","LAB"
"145","HEV22","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV22_S53","HEV22",22.6,"3/14/18","NS","LAB"
"146","HEV22","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV22_S53","HEV22",22.6,"3/14/18","NS","LAB"
"147","HEV22","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV22_S53","HEV22",22.6,"3/14/18","NS","LAB"
"148","HEV22","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV22_S53","HEV22",22.6,"3/14/18","NS","LAB"
"149","HEV22","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV22_S53","HEV22",22.6,"3/14/18","NS","LAB"
"150","HEV22","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV22_S53","HEV22",22.6,"3/14/18","NS","LAB"
"151","HEV22","Oxya",1,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV22_S53","HEV22",22.6,"3/14/18","NS","LAB"
"152","HEV22","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV22_S53","HEV22",22.6,"3/14/18","NS","LAB"
"153","HEV22","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV22_S53","HEV22",22.6,"3/14/18","NS","LAB"
"154","HEV22","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV22_S53","HEV22",22.6,"3/14/18","NS","LAB"
"155","HEV22","Pycnoscelus surinamensis",17,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV22_S53","HEV22",22.6,"3/14/18","NS","LAB"
"156","HEV22","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/2/17","HEV22_S53","HEV22",22.6,"3/14/18","NS","LAB"
"157","HEV23","Anisolabis maritima",1,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV23_S48","HEV23",24.3,"3/14/18","NS","LAB"
"158","HEV23","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV23_S48","HEV23",24.3,"3/14/18","NS","LAB"
"159","HEV23","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV23_S48","HEV23",24.3,"3/14/18","NS","LAB"
"160","HEV23","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV23_S48","HEV23",24.3,"3/14/18","NS","LAB"
"161","HEV23","Hemiptera",18,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV23_S48","HEV23",24.3,"3/14/18","NS","LAB"
"162","HEV23","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV23_S48","HEV23",24.3,"3/14/18","NS","LAB"
"163","HEV23","Oxya",38,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV23_S48","HEV23",24.3,"3/14/18","NS","LAB"
"164","HEV23","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV23_S48","HEV23",24.3,"3/14/18","NS","LAB"
"165","HEV23","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV23_S48","HEV23",24.3,"3/14/18","NS","LAB"
"166","HEV23","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV23_S48","HEV23",24.3,"3/14/18","NS","LAB"
"167","HEV23","Pycnoscelus surinamensis",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV23_S48","HEV23",24.3,"3/14/18","NS","LAB"
